score,tier,actual,predicted
0.03585383080162264,LEGITIMATE,0,0
0.08011600664958973,LEGITIMATE,0,0
0.09441583970125828,LEGITIMATE,0,0
0.1513800588836457,LEGITIMATE,0,0
0.1199878468740826,LEGITIMATE,0,0
0.1262584453071794,LEGITIMATE,0,0
0.06557517365995393,LEGITIMATE,0,0
0.12192185962481135,LEGITIMATE,0,0
0.05853131998726368,LEGITIMATE,0,0
0.06440623367370757,LEGITIMATE,0,0
0.1276145541919899,LEGITIMATE,0,0
0.14107346278704108,LEGITIMATE,0,0
0.06699660021563544,LEGITIMATE,0,0
0.15345850329933441,LEGITIMATE,0,0
0.053752884197570426,LEGITIMATE,0,0
0.0872709689661048,LEGITIMATE,0,0
0.04544142948555988,LEGITIMATE,0,0
0.10597920818419791,LEGITIMATE,0,0
0.09164167620482198,LEGITIMATE,0,0
0.1121544719165195,LEGITIMATE,0,0
0.16399435258004097,LEGITIMATE,0,0
0.10131195472095204,LEGITIMATE,0,0
0.09321021927554256,LEGITIMATE,0,0
0.08953620345872829,LEGITIMATE,0,0
0.06788619309970982,LEGITIMATE,0,0
0.07630903504659474,LEGITIMATE,0,0
0.03092037550902926,LEGITIMATE,0,0
0.10596548594012967,LEGITIMATE,0,0
0.13547510583596067,LEGITIMATE,0,0
0.12464522559390484,LEGITIMATE,0,0
0.08197378959937489,LEGITIMATE,0,0
0.10560837457531488,LEGITIMATE,0,0
0.04751374676337912,LEGITIMATE,0,0
0.07651817856806938,LEGITIMATE,0,0
0.04883764962413347,LEGITIMATE,0,0
0.049592941476839326,LEGITIMATE,0,0
0.18740847264556953,LEGITIMATE,0,0
0.11458864666122469,LEGITIMATE,0,0
0.12245454886159014,LEGITIMATE,0,0
0.10875878320474673,LEGITIMATE,0,0
0.13095240979013784,LEGITIMATE,0,0
0.15393248308336424,LEGITIMATE,0,0
0.07123087563029051,LEGITIMATE,0,0
0.08452748850275692,LEGITIMATE,0,0
0.01937209460420269,LEGITIMATE,0,0
0.08249070345707343,LEGITIMATE,0,0
0.076555684739302,LEGITIMATE,0,0
0.182519108993738,LEGITIMATE,0,0
0.17163559926106162,LEGITIMATE,0,0
0.16302136140376522,LEGITIMATE,0,0
0.028166615487976165,LEGITIMATE,0,0
0.10470698952260658,LEGITIMATE,0,0
0.02270933602433994,LEGITIMATE,0,0
0.0678051314587326,LEGITIMATE,0,0
0.13203319095927887,LEGITIMATE,0,0
0.17958657698447336,LEGITIMATE,0,0
0.028732754975625295,LEGITIMATE,0,0
0.11438965594655777,LEGITIMATE,0,0
0.13283466690967877,LEGITIMATE,0,0
0.05259504179220328,LEGITIMATE,0,0
0.15632170871120762,LEGITIMATE,0,0
0.0774270876242728,LEGITIMATE,0,0
0.05591254291455862,LEGITIMATE,0,0
0.015596969445082473,LEGITIMATE,0,0
0.05304417214231573,LEGITIMATE,0,0
0.08249331109616863,LEGITIMATE,0,0
0.07641778626499075,LEGITIMATE,0,0
0.040857077964915,LEGITIMATE,0,0
0.08732753123396168,LEGITIMATE,0,0
0.08544735802647947,LEGITIMATE,0,0
0.04497847392728572,LEGITIMATE,0,0
0.03543966259644186,LEGITIMATE,0,0
0.1787803638608908,LEGITIMATE,0,0
0.04628348649020757,LEGITIMATE,0,0
0.13020902266534742,LEGITIMATE,0,0
0.05133211414237404,LEGITIMATE,0,0
0.06829261329949239,LEGITIMATE,0,0
0.08596901716792636,LEGITIMATE,0,0
0.0827760598259988,LEGITIMATE,0,0
0.11831718859499771,LEGITIMATE,0,0
0.07013920398114602,LEGITIMATE,0,0
0.15935989560058214,LEGITIMATE,0,0
0.11027821750456424,LEGITIMATE,0,0
0.10981202717553194,LEGITIMATE,0,0
0.04936894516940002,LEGITIMATE,0,0
0.06673591492050625,LEGITIMATE,0,0
0.06156315673334095,LEGITIMATE,0,0
0.12545444663442462,LEGITIMATE,0,0
0.044725335957918715,LEGITIMATE,0,0
0.04698278832652187,LEGITIMATE,0,0
0.15669918101716035,LEGITIMATE,0,0
0.058676000751548725,LEGITIMATE,0,0
0.04032780911675266,LEGITIMATE,0,0
0.02738742705988576,LEGITIMATE,0,0
0.154125983070296,LEGITIMATE,0,0
0.055653553122352276,LEGITIMATE,0,0
0.0880900952109375,LEGITIMATE,0,0
0.056734731841906534,LEGITIMATE,0,0
0.8466640648805882,HIGH RISK,1,1
0.07672974441191786,LEGITIMATE,0,0
0.08810089917330587,LEGITIMATE,0,0
0.09063087230693227,LEGITIMATE,0,0
0.08703619905231542,LEGITIMATE,0,0
0.06192883663827211,LEGITIMATE,0,0
0.07942201743634743,LEGITIMATE,0,0
0.036075203865015275,LEGITIMATE,0,0
0.09956339248889959,LEGITIMATE,0,0
0.07456113038747042,LEGITIMATE,0,0
0.08200766438654519,LEGITIMATE,0,0
0.13135736484117075,LEGITIMATE,0,0
0.07347448335813077,LEGITIMATE,0,0
0.0815579654650375,LEGITIMATE,0,0
0.07352460074334921,LEGITIMATE,0,0
0.0745175327146697,LEGITIMATE,0,0
0.06537306076482488,LEGITIMATE,0,0
0.05875098418531347,LEGITIMATE,0,0
0.02795222051629843,LEGITIMATE,0,0
0.083530572220459,LEGITIMATE,0,0
0.08942979337531125,LEGITIMATE,0,0
0.13691213765597546,LEGITIMATE,0,0
0.05354477377267538,LEGITIMATE,0,0
0.06992974085575464,LEGITIMATE,0,0
0.10392958823272964,LEGITIMATE,0,0
0.04816382619336726,LEGITIMATE,0,0
0.09972160240265626,LEGITIMATE,0,0
0.1296504067063081,LEGITIMATE,0,0
0.17087086253159484,LEGITIMATE,0,0
0.09865692988079923,LEGITIMATE,0,0
0.017268503564610474,LEGITIMATE,0,0
0.0709800034942979,LEGITIMATE,0,0
0.15381822620883515,LEGITIMATE,0,0
0.1475742859164863,LEGITIMATE,0,0
0.25394854290205704,LEGITIMATE,0,0
0.10775012163238369,LEGITIMATE,0,0
0.0506067775689648,LEGITIMATE,0,0
0.059360499071655165,LEGITIMATE,0,0
0.10912887398013368,LEGITIMATE,0,0
0.14566335802192626,LEGITIMATE,0,0
0.09109535940228333,LEGITIMATE,0,0
0.06743919408092991,LEGITIMATE,0,0
0.07827068316624301,LEGITIMATE,0,0
0.023074374409371212,LEGITIMATE,0,0
0.17946208813455053,LEGITIMATE,0,0
0.0512187727037644,LEGITIMATE,0,0
0.032186636109147564,LEGITIMATE,0,0
0.1327249482732762,LEGITIMATE,0,0
0.13876638125979143,LEGITIMATE,0,0
0.10970558497361727,LEGITIMATE,0,0
0.20536157826506085,LEGITIMATE,0,0
0.0632846221285175,LEGITIMATE,0,0
0.07466954625643345,LEGITIMATE,0,0
0.0752299380332288,LEGITIMATE,0,0
0.11798126758027769,LEGITIMATE,0,0
0.14091443182732902,LEGITIMATE,0,0
0.06070039591126957,LEGITIMATE,0,0
0.04627199970420524,LEGITIMATE,0,0
0.06514273464581011,LEGITIMATE,0,0
0.06805337746863879,LEGITIMATE,0,0
0.06677508643095813,LEGITIMATE,0,0
0.08828643060801566,LEGITIMATE,0,0
0.05317436376431715,LEGITIMATE,0,0
0.08311984994464897,LEGITIMATE,0,0
0.08812919532429683,LEGITIMATE,0,0
0.12133875831556862,LEGITIMATE,0,0
0.06285835389430977,LEGITIMATE,0,0
0.07018161308872162,LEGITIMATE,0,0
0.12999956820904984,LEGITIMATE,0,0
0.07092968984508598,LEGITIMATE,0,0
0.056326295350736556,LEGITIMATE,0,0
0.10269913689992934,LEGITIMATE,0,0
0.12030960425864975,LEGITIMATE,0,0
0.06334619645119223,LEGITIMATE,0,0
0.061785987370646646,LEGITIMATE,0,0
0.13353644161007014,LEGITIMATE,0,0
0.05414235582385217,LEGITIMATE,0,0
0.042712964676972935,LEGITIMATE,0,0
0.07243316755165301,LEGITIMATE,0,0
0.10719885004000625,LEGITIMATE,0,0
0.08420995838630466,LEGITIMATE,0,0
0.06555338237707113,LEGITIMATE,0,0
0.09571106907154384,LEGITIMATE,0,0
0.11303953271150799,LEGITIMATE,0,0
0.06982401696307787,LEGITIMATE,0,0
0.03669551314002685,LEGITIMATE,0,0
0.04577166482660929,LEGITIMATE,0,0
0.1296971802374041,LEGITIMATE,0,0
0.11361420796379212,LEGITIMATE,0,0
0.07654134691346054,LEGITIMATE,0,0
0.046671821711614325,LEGITIMATE,0,0
0.029947551417672018,LEGITIMATE,0,0
0.15634166566796165,LEGITIMATE,0,0
0.10279456064605919,LEGITIMATE,0,0
0.10390090618443085,LEGITIMATE,0,0
0.1151563794070253,LEGITIMATE,0,0
0.12492618884885864,LEGITIMATE,0,0
0.08737627858356894,LEGITIMATE,0,0
0.04401248140854012,LEGITIMATE,0,0
0.1105204662298002,LEGITIMATE,0,0
0.10612458129764729,LEGITIMATE,0,0
0.08668668902914645,LEGITIMATE,0,0
0.046595208249711265,LEGITIMATE,0,0
0.07612778228620139,LEGITIMATE,0,0
0.12833679040447574,LEGITIMATE,0,0
0.05131397522752164,LEGITIMATE,0,0
0.09861662110808561,LEGITIMATE,0,0
0.0896940581347323,LEGITIMATE,0,0
0.13359334943210674,LEGITIMATE,0,0
0.17607989873011867,LEGITIMATE,0,0
0.07601071894164257,LEGITIMATE,0,0
0.1495662681979827,LEGITIMATE,0,0
0.14018034492434658,LEGITIMATE,0,0
0.05821289245295308,LEGITIMATE,0,0
0.028869344049877274,LEGITIMATE,0,0
0.13454340738344608,LEGITIMATE,0,0
0.03405757296432245,LEGITIMATE,0,0
0.060304225218899866,LEGITIMATE,0,0
0.10601518142247628,LEGITIMATE,0,0
0.033728568314710446,LEGITIMATE,0,0
0.08670320065947316,LEGITIMATE,0,0
0.035960026889585536,LEGITIMATE,0,0
0.08496348071785761,LEGITIMATE,0,0
0.21288430104630363,LEGITIMATE,0,0
0.026081146777119008,LEGITIMATE,0,0
0.034870227621798935,LEGITIMATE,0,0
0.1326147964672538,LEGITIMATE,0,0
0.13623187983214774,LEGITIMATE,0,0
0.08082361575629408,LEGITIMATE,0,0
0.09040217501276153,LEGITIMATE,0,0
0.06055179855689005,LEGITIMATE,0,0
0.051668632756955844,LEGITIMATE,0,0
0.10749862210718296,LEGITIMATE,0,0
0.22067631086654688,LEGITIMATE,0,0
0.05768871815647882,LEGITIMATE,0,0
0.10792409297818306,LEGITIMATE,0,0
0.13224533498783853,LEGITIMATE,0,0
0.09137984712604003,LEGITIMATE,0,0
0.05784793134499895,LEGITIMATE,0,0
0.07703128736167654,LEGITIMATE,0,0
0.05924738677827536,LEGITIMATE,0,0
0.07652760642066216,LEGITIMATE,0,0
0.15768986502087112,LEGITIMATE,0,0
0.07061958119209902,LEGITIMATE,0,0
0.02977496159169168,LEGITIMATE,0,0
0.12231908968201335,LEGITIMATE,0,0
0.09569363958165264,LEGITIMATE,0,0
0.05543191421571161,LEGITIMATE,0,0
0.11188724921832444,LEGITIMATE,0,0
0.08185213255706564,LEGITIMATE,0,0
0.05089586083891021,LEGITIMATE,0,0
0.07185873587843945,LEGITIMATE,0,0
0.10925285636388235,LEGITIMATE,0,0
0.07416373074593706,LEGITIMATE,0,0
0.10133021615884222,LEGITIMATE,0,0
0.09633493577448357,LEGITIMATE,0,0
0.10755093497700265,LEGITIMATE,0,0
0.0638588888322164,LEGITIMATE,0,0
0.03298611726119776,LEGITIMATE,0,0
0.021964288386927922,LEGITIMATE,0,0
0.09194493214323149,LEGITIMATE,0,0
0.04152106575589017,LEGITIMATE,0,0
0.12588707969342047,LEGITIMATE,0,0
0.10789642557824962,LEGITIMATE,0,0
0.08657949655392737,LEGITIMATE,0,0
0.055496005924674616,LEGITIMATE,0,0
0.04034582237260436,LEGITIMATE,0,0
0.12085758159699278,LEGITIMATE,0,0
0.030694632848505207,LEGITIMATE,0,0
0.12345863122805749,LEGITIMATE,0,0
0.15901428714510887,LEGITIMATE,0,0
0.022252464123966642,LEGITIMATE,0,0
0.15601833610302884,LEGITIMATE,0,0
0.055591728671070005,LEGITIMATE,0,0
0.03572442631133913,LEGITIMATE,0,0
0.06628801190526548,LEGITIMATE,0,0
0.06110555789610258,LEGITIMATE,0,0
0.07476963087808489,LEGITIMATE,0,0
0.11994288543030464,LEGITIMATE,0,0
0.08358002030493093,LEGITIMATE,0,0
0.8799609175683004,HIGH RISK,1,1
0.07995262855491266,LEGITIMATE,0,0
0.06443907116652885,LEGITIMATE,0,0
0.06737515861413233,LEGITIMATE,0,0
0.09515268276130305,LEGITIMATE,0,0
0.03199027870024663,LEGITIMATE,0,0
0.0396155525322294,LEGITIMATE,0,0
0.1540119676135678,LEGITIMATE,0,0
0.09049532193786827,LEGITIMATE,0,0
0.020111406859389107,LEGITIMATE,0,0
0.056611110520825285,LEGITIMATE,0,0
0.0436272194669035,LEGITIMATE,0,0
0.09441199942987406,LEGITIMATE,0,0
0.05557316864011732,LEGITIMATE,0,0
0.07411786980888176,LEGITIMATE,0,0
0.10289601422823912,LEGITIMATE,0,0
0.07813589279058276,LEGITIMATE,0,0
0.022170837607770437,LEGITIMATE,0,0
0.07103083367360037,LEGITIMATE,0,0
0.01292778770137867,LEGITIMATE,0,0
0.0603567192885585,LEGITIMATE,0,0
0.06397525725842018,LEGITIMATE,0,0
0.10931253730626904,LEGITIMATE,0,0
0.07883265816917366,LEGITIMATE,0,0
0.10542778380422464,LEGITIMATE,0,0
0.21655994622507022,LEGITIMATE,0,0
0.18369186870029028,LEGITIMATE,0,0
0.09957759326726215,LEGITIMATE,0,0
0.04592394483793205,LEGITIMATE,0,0
0.10063698614779777,LEGITIMATE,0,0
0.07465481786186307,LEGITIMATE,0,0
0.049112600863278746,LEGITIMATE,0,0
0.032033869379896135,LEGITIMATE,0,0
0.08731239798504342,LEGITIMATE,0,0
0.13159181974441245,LEGITIMATE,0,0
0.14715424583766298,LEGITIMATE,0,0
0.13272675912442436,LEGITIMATE,0,0
0.08403785880994093,LEGITIMATE,0,0
0.06959274803338938,LEGITIMATE,0,0
0.05221920635239847,LEGITIMATE,0,0
0.0986886652334618,LEGITIMATE,0,0
0.054316800868337144,LEGITIMATE,0,0
0.10968562268768145,LEGITIMATE,0,0
0.08344192347947266,LEGITIMATE,0,0
0.07735721232815647,LEGITIMATE,0,0
0.037113869442957734,LEGITIMATE,0,0
0.08947479178819136,LEGITIMATE,0,0
0.046097317145531516,LEGITIMATE,0,0
0.07496514493986838,LEGITIMATE,0,0
0.05011013855433464,LEGITIMATE,0,0
0.021000217980907433,LEGITIMATE,0,0
0.12161043192601201,LEGITIMATE,0,0
0.08849615409286335,LEGITIMATE,0,0
0.07609246456428431,LEGITIMATE,0,0
0.0740847802563535,LEGITIMATE,0,0
0.10039971745423312,LEGITIMATE,0,0
0.15002384341273953,LEGITIMATE,0,0
0.09377320136248066,LEGITIMATE,0,0
0.20432099050442776,LEGITIMATE,0,0
0.07850887398928902,LEGITIMATE,0,0
0.7119877419186942,MEDIUM RISK,0,0
0.0909404703597961,LEGITIMATE,0,0
0.10213364140513463,LEGITIMATE,0,0
0.056348315634898075,LEGITIMATE,0,0
0.09150587170142337,LEGITIMATE,0,0
0.10441849177784251,LEGITIMATE,0,0
0.09747129103488646,LEGITIMATE,0,0
0.051896228526655534,LEGITIMATE,0,0
0.07793957455549236,LEGITIMATE,0,0
0.058429593014495435,LEGITIMATE,0,0
0.07758296163510527,LEGITIMATE,0,0
0.1741787810017458,LEGITIMATE,0,0
0.09827320017885412,LEGITIMATE,0,0
0.07379033988029658,LEGITIMATE,0,0
0.16565906918566944,LEGITIMATE,0,0
0.08023991736302973,LEGITIMATE,0,0
0.15035160545610618,LEGITIMATE,0,0
0.05891555970741602,LEGITIMATE,0,0
0.09859877659891937,LEGITIMATE,0,0
0.016829811411675888,LEGITIMATE,0,0
0.08629916449881152,LEGITIMATE,0,0
0.047345256518503194,LEGITIMATE,0,0
0.03803036894170948,LEGITIMATE,0,0
0.11217732723646331,LEGITIMATE,0,0
0.08351854651547057,LEGITIMATE,0,0
0.07416464652969706,LEGITIMATE,0,0
0.10159952541672067,LEGITIMATE,0,0
0.14774579007324626,LEGITIMATE,0,0
0.08263833764744771,LEGITIMATE,0,0
0.05133704595472786,LEGITIMATE,0,0
0.06331971013124267,LEGITIMATE,0,0
0.0856925836136849,LEGITIMATE,0,0
0.044154894621404824,LEGITIMATE,0,0
0.04999915948804357,LEGITIMATE,0,0
0.05401844286194381,LEGITIMATE,0,0
0.1719518467584648,LEGITIMATE,0,0
0.12718768084186066,LEGITIMATE,0,0
0.094576468985387,LEGITIMATE,0,0
